Date,Close
11/12/19,362.880005
11/13/19,362.5
11/14/19,367.440002
11/15/19,371.679993
11/18/19,369.459991
11/19/19,367
11/20/19,370.910004
11/21/19,366.440002
11/22/19,371.339996
11/25/19,373.130005
11/26/19,373.51001
11/27/19,368
11/29/19,366.179993
12/2/19,355.179993
12/3/19,352.079987
12/4/19,348.839996
12/5/19,345.679993
12/6/19,354.089996
12/9/19,351.209991
12/10/19,347.899994
12/11/19,350
12/12/19,346.290009
12/13/19,341.670013
12/16/19,327
12/17/19,327
12/18/19,330.679993
12/19/19,333.5
12/20/19,328
12/23/19,337.549988
12/24/19,333
12/26/19,329.920013
12/27/19,330.140015
12/30/19,326.399994
12/31/19,325.76001
1/2/20,333.320007
1/3/20,332.76001
1/6/20,333.73999
1/7/20,337.279999
1/8/20,331.369995
1/9/20,336.339996
1/10/20,329.920013
1/13/20,330.220001
1/14/20,332.350006
1/15/20,329.799988
1/16/20,332
1/17/20,324.149994
1/21/20,313.369995
1/22/20,309
1/23/20,317.790009
1/24/20,323.049988
1/27/20,316.600006
1/28/20,316.559998
1/29/20,322.019989
1/30/20,323.299988
1/31/20,318.269989
2/3/20,316
2/4/20,317.940002
2/5/20,329.549988
2/6/20,341.429993
2/7/20,336.75
2/10/20,344.670013
2/11/20,344.420013
2/12/20,347.450012
2/13/20,342.820007
2/14/20,340.48999
2/18/20,338.880005
2/19/20,338.299988
2/20/20,336.279999
2/21/20,330.380005
2/24/20,317.899994
2/25/20,304.140015
2/26/20,305.589996
2/27/20,287.76001
2/28/20,275.109985
3/2/20,289.269989
3/3/20,280.619995
3/4/20,283.119995
3/5/20,260.369995
3/6/20,262.329987
3/9/20,227.169998
3/10/20,231.009995
3/11/20,189.080002
3/12/20,154.839996
3/13/20,170.199997
3/16/20,129.610001
3/17/20,124.139999
3/18/20,101.889999
3/19/20,97.709999
3/20/20,95.010002
3/23/20,105.620003
3/24/20,127.68
3/25/20,158.729996
3/26/20,180.550003
3/27/20,162
3/30/20,152.279999
3/31/20,149.139999
4/1/20,130.699997
4/2/20,123.269997
4/3/20,124.519997
4/6/20,148.770004
4/7/20,141.580002
4/8/20,146.869995
4/9/20,151.839996
4/13/20,147.330002
4/14/20,141
4/15/20,145.979996
4/16/20,134.240005
4/17/20,154
4/20/20,143.610001
4/21/20,136.330002
4/22/20,134.970001
4/23/20,137.740005
4/24/20,128.979996
4/27/20,128.679993
4/28/20,131.300003
4/29/20,139
4/30/20,141.020004
5/1/20,133.369995
5/4/20,131.460007
5/5/20,125.400002
5/6/20,121.860001
5/7/20,128.649994
5/8/20,133.440002
5/11/20,128.910004
5/12/20,125.220001
5/13/20,121.5
5/14/20,122.519997
5/15/20,120
5/18/20,135.440002
5/19/20,130.440002
5/20/20,133.320007
5/21/20,139
5/22/20,137.529999
5/26/20,144.729996
5/27/20,149.520004
5/28/20,149.820007
5/29/20,145.850006
6/1/20,151.389999
6/2/20,153.309998
6/3/20,173.160004
6/4/20,184.300003
6/5/20,205.429993
6/8/20,230.5
6/9/20,216.740005
6/10/20,203.410004
6/11/20,170
6/12/20,189.509995
6/15/20,190.940002
6/16/20,197.770004
6/17/20,192.539993
6/18/20,192.289993
6/19/20,187.020004
6/22/20,188.520004
6/23/20,187.880005
6/24/20,176.690002
6/25/20,174.880005
6/26/20,170.009995
6/29/20,194.490005
6/30/20,183.300003
7/1/20,180.320007
7/2/20,180.809998
7/6/20,187.910004
7/7/20,178.880005
7/8/20,180.080002
7/9/20,173.279999
7/10/20,178.440002
7/13/20,175.649994
7/14/20,179.960007
7/15/20,187.940002
7/16/20,178.699997
7/17/20,175.660004
7/20/20,174.419998
7/21/20,178.630005
7/22/20,179.789993
7/23/20,176.449997
7/24/20,173.759995
7/27/20,170.210007
7/28/20,170.839996
7/29/20,166.009995
7/30/20,161.949997
7/31/20,158
8/3/20,162.270004
8/4/20,165.070007
8/5/20,174.279999
8/6/20,172.199997
8/7/20,170.020004
8/10/20,179.410004
8/11/20,180.130005
8/12/20,175.440002
8/13/20,174.729996
8/14/20,178.080002
8/17/20,172.009995
8/18/20,170.229996
8/19/20,169.270004
8/20/20,169.580002
8/21/20,167.5
8/24/20,178.270004
8/25/20,174.729996
8/26/20,171.899994
8/27/20,174.199997
8/28/20,175.800003
8/31/20,171.820007
9/1/20,172.100006
9/2/20,174.779999
9/3/20,168.770004
9/4/20,171.050003
9/8/20,161.080002
9/9/20,160.779999
9/10/20,157.690002
9/11/20,160.229996
9/14/20,165.350006
9/15/20,163.490005
9/16/20,167.460007
9/17/20,167.529999
9/18/20,161.139999
9/21/20,156.350006
9/22/20,156.800003
9/23/20,151.179993
9/24/20,146.050003
9/25/20,156.029999
9/28/20,166.080002
9/29/20,163.600006
9/30/20,165.259995
10/1/20,167.860001
10/2/20,168.080002
10/5/20,171.199997
10/6/20,159.539993
10/7/20,164.610001
10/8/20,168
10/9/20,167.330002
10/12/20,167.350006
10/13/20,162.139999
10/14/20,163.240005
10/15/20,164.240005
10/16/20,167.350006
