Date,Open,High,Low,Close,Adj Close,Volume
2021-02-18,52209.5,52594.5,50940.0,51613.0,51613.0,2165933671
2021-02-19,51613.0,56454.0,50732.0,55934.0,55934.0,2963785938
2021-02-20,55934.0,57636.0,53991.0,55934.5,55934.5,2810562544
2021-02-21,55934.5,58464.0,55552.0,57542.5,57542.5,2276211707
2021-02-22,57542.5,57577.5,47566.5,54122.5,54122.5,6469168708
2021-02-23,54122.5,54205.5,44813.0,48923.5,48923.5,7289632823
2021-02-24,48923.5,51420.0,46961.5,49691.0,49691.0,2903146594
2021-02-25,49691.0,52151.5,46717.0,47110.0,47110.0,2984172940
2021-02-26,47110.0,48428.5,44100.0,46320.0,46320.0,3727451804
2021-02-27,46320.0,48399.5,45000.0,46171.5,46171.5,1872080256
2021-02-28,46171.5,46644.5,43040.0,45211.0,45211.0,2973600828
2021-03-01,45211.0,49833.0,45030.5,49664.5,49664.5,2102619079
2021-03-02,49664.5,50272.0,47100.0,48483.5,48483.5,2101593607
2021-03-03,48483.5,52669.5,48157.5,50346.0,50346.0,2433721732
2021-03-04,50346.0,51775.0,47468.0,48333.0,48333.0,2698319781
2021-03-05,48333.0,49461.0,46266.0,48768.5,48768.5,2598617339
2021-03-06,48768.5,49225.5,47092.0,48904.5,48904.5,1420976714
2021-03-07,48904.5,51500.0,48904.5,51027.0,51027.0,1758722602
2021-03-08,51027.0,52489.0,49329.0,52480.0,52480.0,2172323549
2021-03-09,52480.0,54965.0,52005.0,54960.0,54960.0,2256190115
2021-03-10,54960.0,55877.0,54600.0,54723.0,54723.0,297395958
